Date,Match Time,Team 1,Team 2,Team 1 Odds,Team 2 Odds
2024-03-28,3:05 PM EDT,LAA,BAL,+158,-189
2024-03-28,4:10 PM EDT,MIN,KC,-125,+105
2024-03-28,4:10 PM EDT,WAS,CIN,+130,-154
2024-03-28,4:10 PM EDT,SF,SD,-105,-115
2024-03-28,4:10 PM EDT,NYY,HOU,+130,-154
2024-03-28,4:10 PM EDT,STL,LAD,+196,-238
2024-03-28,4:10 PM EDT,PIT,MIA,+110,-130
2024-03-28,4:10 PM EDT,TOR,TB,+115,-135
2024-03-28,4:10 PM EDT,DET,CHW,-189,+158
2024-03-28,7:35 PM EDT,CHC,TEX,+100,-120
2024-03-28,10:07 PM EDT,CLE,OAK,-161,+135
2024-03-28,10:10 PM EDT,COL,AZ,+185,-227
2024-03-28,10:10 PM EDT,BOS,SEA,+152,-179
2024-03-31,1:35 PM EDT,ATL,PHI,-149,+126
2024-03-31,1:35 PM EDT,LAA,BAL,+118,-141
2024-03-31,1:40 PM EDT,MIL,NYM,+118,-141
2024-03-31,1:40 PM EDT,WAS,CIN,+143,-169
2024-03-31,1:40 PM EDT,TOR,TB,-120,+100
2024-03-31,1:40 PM EDT,PIT,MIA,+126,-149
2024-03-31,2:10 PM EDT,MIN,KC,-120,+100
2024-03-31,2:10 PM EDT,DET,CHW,-149,+126
2024-03-31,2:10 PM EDT,NYY,HOU,+100,-120
2024-03-31,2:35 PM EDT,CHC,TEX,+110,-130
2024-03-31,4:07 PM EDT,CLE,ATH,-120,+100
2024-03-31,4:10 PM EDT,BOS,SEA,+110,-130
2024-03-31,4:10 PM EDT,SF,SD,+135,-161
2024-03-31,4:10 PM EDT,COL,AZ,+170,-204
2024-03-31,7:10 PM EDT,STL,LAD,+152,-179
2024-04-01,2:10 PM EDT,ATL,CHW,-333,+260
2024-04-01,2:20 PM EDT,COL,CHC,+205,-250
2024-04-01,4:05 PM EDT,PIT,WAS,-110,-110
2024-04-01,6:35 PM EDT,KC,BAL,+143,-169
2024-04-01,6:40 PM EDT,CIN,PHI,+122,-145
2024-04-01,6:40 PM EDT,LAA,MIA,-105,-115
2024-04-01,6:50 PM EDT,TEX,TB,+105,-125
2024-04-01,7:10 PM EDT,DET,NYM,+126,-149
2024-04-01,8:10 PM EDT,TOR,HOU,+118,-141
2024-04-01,9:40 PM EDT,NYY,AZ,-120,+100
2024-04-01,9:40 PM EDT,STL,SD,+100,-120
2024-04-01,9:40 PM EDT,BOS,ATH,-154,+130
2024-04-01,9:40 PM EDT,CLE,SEA,-115,-105
2024-04-01,10:10 PM EDT,SF,LAD,+170,-204
2024-04-02,4:10 PM EDT,MIN,MIL,+100,-120
2024-04-02,6:35 PM EDT,KC,BAL,+135,-161
2024-04-02,6:40 PM EDT,CIN,PHI,+118,-141
2024-04-02,6:40 PM EDT,LAA,MIA,+122,-145
2024-04-02,6:50 PM EDT,TEX,TB,+130,-154
2024-04-02,7:40 PM EDT,COL,CHC,+158,-189
2024-04-02,7:40 PM EDT,ATL,CHW,-189,+158
2024-04-02,8:10 PM EDT,TOR,HOU,+126,-149
2024-04-02,9:40 PM EDT,NYY,AZ,-105,-115
2024-04-02,9:40 PM EDT,STL,SD,+122,-145
2024-04-02,9:40 PM EDT,BOS,ATH,-145,+122
2024-04-02,9:40 PM EDT,CLE,SEA,+100,-120
2024-04-02,10:10 PM EDT,SF,LAD,+118,-141
2024-04-03,1:05 PM EDT,KC,BAL,+143,-169
2024-04-03,1:10 PM EDT,LAA,MIA,-105,-115
2024-04-03,1:10 PM EDT,TEX,TB,+105,-125
2024-04-03,1:10 PM EDT,MIN,MIL,-115,-105
2024-04-03,3:37 PM EDT,BOS,ATH,-169,+143
2024-04-03,3:40 PM EDT,NYY,AZ,-125,+105
2024-04-03,4:05 PM EDT,CIN,PHI,+150,-179
2024-04-03,4:10 PM EDT,STL,SD,+135,-161
2024-04-03,4:10 PM EDT,CLE,SEA,+126,-149
2024-04-03,6:45 PM EDT,PIT,WAS,-154,+130
2024-04-03,7:40 PM EDT,COL,CHC,+185,-227
2024-04-03,8:10 PM EDT,TOR,HOU,+143,-169
2024-04-03,10:10 PM EDT,SF,LAD,+215,-270
2024-04-04,12:10 PM EDT,DET,NYM,+122,-145
2024-04-04,4:05 PM EDT,PIT,WAS,-130,+110
2024-04-04,4:10 PM EDT,CLE,MIN,+143,-169
2024-04-04,4:15 PM EDT,MIA,STL,+130,-154
2024-04-04,4:20 PM EDT,DET,NYM,+105,-125
2024-04-04,7:40 PM EDT,CHW,KC,+158,-189
2024-04-05,1:05 PM EDT,TOR,NYY,+143,-169
2024-04-05,1:10 PM EDT,OAK,DET,+222,-278
2024-04-05,2:20 PM EDT,LAD,CHC,-189,+158
2024-04-05,4:10 PM EDT,TB,COL,-175,+148
2024-04-05,4:12 PM EDT,BAL,PIT,-120,+100
2024-04-05,4:35 PM EDT,SD,SF,+105,-125
2024-04-05,6:40 PM EDT,NYM,CIN,+105,-125
2024-04-05,6:45 PM EDT,PHI,WAS,-189,+158
2024-04-05,7:20 PM EDT,AZ,ATL,+260,-333
2024-04-05,7:40 PM EDT,CHW,KC,+162,-196
2024-04-05,8:05 PM EDT,HOU,TEX,-141,+118
2024-04-05,8:10 PM EDT,SEA,MIL,+105,-125
2024-04-05,9:38 PM EDT,BOS,LAA,-115,-105
2024-04-06,1:10 PM EDT,ATH,DET,+126,-149
2024-04-06,2:10 PM EDT,CLE,MIN,+140,-164
2024-04-06,2:15 PM EDT,MIA,STL,+130,-154
2024-04-06,4:05 PM EDT,BAL,PIT,-141,+118
2024-04-06,4:05 PM EDT,LAD,CHC,-145,+122
2024-04-06,4:05 PM EDT,PHI,WAS,-189,+158
2024-04-06,4:10 PM EDT,NYM,CIN,+105,-125
2024-04-06,7:05 PM EDT,HOU,TEX,-110,-110
2024-04-06,7:05 PM EDT,TOR,NYY,-105,-115
2024-04-06,7:10 PM EDT,CHW,KC,+185,-227
2024-04-06,7:10 PM EDT,SEA,MIL,+100,-120
2024-04-06,7:20 PM EDT,AZ,ATL,+162,-196
2024-04-06,8:10 PM EDT,TB,COL,-145,+122
2024-04-06,9:05 PM EDT,SD,SF,-105,-115
2024-04-06,9:38 PM EDT,BOS,LAA,-105,-115
2024-04-07,1:35 PM EDT,PHI,WAS,-161,+135
2024-04-07,1:35 PM EDT,AZ,ATL,+215,-270
2024-04-07,1:35 PM EDT,BAL,PIT,-115,-105
2024-04-07,1:35 PM EDT,TOR,NYY,+148,-175
2024-04-07,1:40 PM EDT,ATH,DET,+185,-227
2024-04-07,1:40 PM EDT,NYM,CIN,-125,+105
2024-04-07,2:10 PM EDT,CHW,KC,+115,-135
2024-04-07,2:10 PM EDT,SEA,MIL,+115,-135
2024-04-07,2:15 PM EDT,MIA,STL,+126,-149
2024-04-07,2:20 PM EDT,LAD,CHC,-110,-110
2024-04-07,3:10 PM EDT,TB,COL,-149,+126
2024-04-07,4:05 PM EDT,SD,SF,+143,-169
2024-04-07,4:07 PM EDT,BOS,LAA,-115,-105
2024-04-07,7:10 PM EDT,HOU,TEX,-110,-110
2024-04-08,5:10 PM EDT,CHW,CLE,+205,-250
2024-04-08,6:05 PM EDT,MIA,NYY,+130,-154
2024-04-08,6:40 PM EDT,DET,PIT,+110,-130
2024-04-08,6:40 PM EDT,MIL,CIN,-110,-110
2024-04-08,7:07 PM EDT,SEA,TOR,+100,-120
2024-04-08,7:20 PM EDT,NYM,ATL,+185,-227
2024-04-08,7:40 PM EDT,LAD,MIN,-130,+110
2024-04-08,7:45 PM EDT,PHI,STL,-105,-115
2024-04-08,8:05 PM EDT,HOU,TEX,+110,-130
2024-04-08,8:40 PM EDT,AZ,COL,-179,+152
2024-04-08,9:38 PM EDT,TB,LAA,-145,+122
2024-04-08,9:40 PM EDT,CHC,SD,+115,-135
2024-04-08,9:45 PM EDT,WAS,SF,+178,-213
2024-04-09,12:35 PM EDT,DET,PIT,+105,-125
2024-04-09,2:10 PM EDT,BAL,BOS,-135,+115
2024-04-09,6:10 PM EDT,CHW,CLE,+210,-263
2024-04-09,6:40 PM EDT,MIL,CIN,+100,-120
2024-04-09,7:05 PM EDT,MIA,NYY,+192,-233
2024-04-09,7:07 PM EDT,SEA,TOR,-110,-110
2024-04-09,7:20 PM EDT,NYM,ATL,+158,-189
2024-04-09,7:40 PM EDT,HOU,KC,-120,+100
2024-04-09,7:40 PM EDT,LAD,MIN,-204,+170
2024-04-09,7:45 PM EDT,PHI,STL,-135,+115
2024-04-09,8:05 PM EDT,ATH,TEX,+180,-222
2024-04-09,8:40 PM EDT,AZ,COL,-175,+148
2024-04-09,9:38 PM EDT,TB,LAA,-125,+105
2024-04-09,9:45 PM EDT,WAS,SF,+162,-196
2024-04-09,10:05 PM EDT,CHC,SD,+118,-141
2024-04-10,1:10 PM EDT,LAD,MIN,-179,+150
2024-04-10,1:15 PM EDT,PHI,STL,-141,+118
2024-04-10,3:07 PM EDT,SEA,TOR,+100,-120
2024-04-10,3:10 PM EDT,AZ,COL,-115,-105
2024-04-10,3:45 PM EDT,WAS,SF,+175,-208
2024-04-10,4:07 PM EDT,TB,LAA,-115,-105
2024-04-10,6:10 PM EDT,CHW,CLE,+215,-270
2024-04-10,6:40 PM EDT,CHC,SD,+135,-161
2024-04-10,6:40 PM EDT,MIL,CIN,+122,-145
2024-04-10,7:05 PM EDT,MIA,NYY,+185,-227
2024-04-10,7:10 PM EDT,BAL,BOS,-105,-115
2024-04-10,7:40 PM EDT,HOU,KC,-125,+105
2024-04-10,8:05 PM EDT,ATH,TEX,+162,-196
2024-04-11,12:20 PM EDT,NYM,ATL,+150,-179
2024-04-11,2:10 PM EDT,HOU,KC,-130,+110
2024-04-11,2:35 PM EDT,ATH,TEX,+162,-196
2024-04-11,6:40 PM EDT,PIT,PHI,+110,-130
2024-04-11,7:10 PM EDT,BAL,BOS,-130,+110
2024-04-12,6:40 PM EDT,MIN,DET,+100,-120
2024-04-12,6:40 PM EDT,PIT,PHI,+140,-164
2024-04-12,6:50 PM EDT,SF,TB,-110,-110
2024-04-12,7:05 PM EDT,MIL,BAL,-125,+105
2024-04-12,7:07 PM EDT,COL,TOR,+196,-238
2024-04-12,7:10 PM EDT,ATL,MIA,-204,+170
2024-04-12,7:10 PM EDT,KC,NYM,+118,-141
2024-04-12,7:10 PM EDT,LAA,BOS,+100,-120
2024-04-12,7:40 PM EDT,CIN,CHW,-179,+150
2024-04-12,8:10 PM EDT,TEX,HOU,+100,-120
2024-04-12,9:40 PM EDT,WAS,ATH,+115,-135
2024-04-12,9:40 PM EDT,CHC,SEA,+110,-130
2024-04-12,9:40 PM EDT,STL,AZ,+105,-125
2024-04-12,10:10 PM EDT,SD,LAD,+170,-204
2024-04-14,1:35 PM EDT,LAA,BOS,+115,-135
2024-04-14,1:35 PM EDT,MIL,BAL,+185,-227
2024-04-14,1:35 PM EDT,PIT,PHI,+162,-196
2024-04-14,1:37 PM EDT,COL,TOR,+228,-286
2024-04-14,1:40 PM EDT,KC,NYM,-110,-110
2024-04-14,1:40 PM EDT,ATL,MIA,-149,+126
2024-04-14,1:40 PM EDT,MIN,DET,+110,-130
2024-04-14,1:40 PM EDT,SF,TB,-115,-105
2024-04-14,1:40 PM EDT,NYY,CLE,-125,+105
2024-04-14,2:10 PM EDT,CIN,CHW,-161,+135
2024-04-14,2:10 PM EDT,TEX,HOU,-110,-110
2024-04-14,4:07 PM EDT,WAS,ATH,+122,-145
2024-04-14,4:10 PM EDT,CHC,SEA,+115,-135
2024-04-14,4:10 PM EDT,STL,AZ,+122,-145
2024-04-14,7:10 PM EDT,SD,LAD,+143,-169
2024-04-15,11:10 AM EDT,CLE,BOS,+143,-169
2024-04-15,6:35 PM EDT,MIN,BAL,+118,-141
2024-04-15,6:40 PM EDT,TEX,DET,+100,-120
2024-04-15,6:40 PM EDT,COL,PHI,+222,-278
2024-04-15,6:40 PM EDT,SF,MIA,-115,-105
2024-04-15,6:50 PM EDT,LAA,TB,+140,-164
2024-04-15,7:07 PM EDT,NYY,TOR,-115,-105
2024-04-15,7:10 PM EDT,PIT,NYM,+105,-125
2024-04-15,7:40 PM EDT,KC,CHW,-179,+152
2024-04-15,7:40 PM EDT,SD,MIL,-105,-115
2024-04-15,8:10 PM EDT,ATL,HOU,-120,+100
2024-04-15,9:40 PM EDT,CHC,AZ,+135,-161
2024-04-15,9:40 PM EDT,STL,ATH,-179,+152
2024-04-15,9:42 PM EDT,CIN,SEA,+126,-149
2024-04-15,10:10 PM EDT,WAS,LAD,+328,-435
2024-04-16,1:10 PM EDT,TEX,DET,-130,+110
2024-04-16,6:35 PM EDT,MIN,BAL,+140,-164
2024-04-16,6:40 PM EDT,COL,PHI,+215,-270
2024-04-16,6:40 PM EDT,SF,MIA,-141,+118
2024-04-16,6:50 PM EDT,LAA,TB,+130,-154
2024-04-16,7:07 PM EDT,NYY,TOR,-105,-115
2024-04-16,7:10 PM EDT,PIT,NYM,-115,-105
2024-04-16,7:10 PM EDT,CLE,BOS,+105,-125
2024-04-16,7:40 PM EDT,SD,MIL,-115,-105
2024-04-16,8:10 PM EDT,ATL,HOU,-120,+100
2024-04-16,9:40 PM EDT,CHC,AZ,+105,-125
2024-04-16,9:40 PM EDT,CIN,SEA,+115,-135
2024-04-16,9:40 PM EDT,STL,ATH,-141,+118
2024-04-16,10:10 PM EDT,WAS,LAD,+222,-278
2024-04-17,12:10 PM EDT,SF,MIA,-115,-105
2024-04-17,1:05 PM EDT,MIN,BAL,-105,-115
2024-04-17,1:10 PM EDT,SD,MIL,-105,-115
2024-04-17,1:10 PM EDT,TEX,DET,+115,-135
2024-04-17,1:10 PM EDT,PIT,NYM,+130,-154
2024-04-17,2:10 PM EDT,ATL,HOU,-135,+115
2024-04-17,2:10 PM EDT,KC,CHW,-196,+162
2024-04-17,3:07 PM EDT,NYY,TOR,+100,-120
2024-04-17,3:10 PM EDT,WAS,LAD,+196,-238
2024-04-17,3:37 PM EDT,STL,ATH,-125,+105
2024-04-17,3:40 PM EDT,CHC,AZ,+115,-135
2024-04-17,4:10 PM EDT,CIN,SEA,+115,-135
2024-04-17,5:25 PM EDT,KC,CHW,-161,+135
2024-04-17,6:05 PM EDT,COL,PHI,+192,-233
2024-04-17,6:50 PM EDT,LAA,TB,-105,-115
2024-04-17,7:10 PM EDT,CLE,BOS,+110,-130
2024-04-18,1:10 PM EDT,LAA,TB,+126,-149
2024-04-18,1:10 PM EDT,TEX,DET,-125,+105
2024-04-18,1:35 PM EDT,CLE,BOS,-115,-105
2024-04-18,9:45 PM EDT,AZ,SF,+126,-149
2024-04-19,2:20 PM EDT,MIA,CHC,+148,-175
2024-04-19,6:40 PM EDT,LAA,CIN,+118,-141
2024-04-19,6:40 PM EDT,BOS,PIT,-105,-115
2024-04-19,6:40 PM EDT,CHW,PHI,+158,-189
2024-04-19,6:45 PM EDT,HOU,WAS,-154,+130
2024-04-19,7:05 PM EDT,TB,NYY,+158,-189
2024-04-19,7:10 PM EDT,ATH,CLE,+140,-164
2024-04-19,7:20 PM EDT,TEX,ATL,+175,-208
2024-04-19,7:40 PM EDT,BAL,KC,-135,+115
2024-04-19,8:10 PM EDT,DET,MIN,+135,-161
2024-04-19,8:15 PM EDT,MIL,STL,-120,+100
2024-04-19,9:40 PM EDT,TOR,SD,-110,-110
2024-04-19,10:10 PM EDT,NYM,LAD,+162,-196
2024-04-19,10:15 PM EDT,AZ,SF,+110,-130
2024-04-20,1:05 PM EDT,TB,NYY,+105,-125
2024-04-20,2:10 PM EDT,DET,MIN,+122,-145
2024-04-20,2:15 PM EDT,MIL,STL,+118,-141
2024-04-20,2:20 PM EDT,MIA,CHC,+118,-141
2024-04-20,4:05 PM EDT,AZ,SF,-120,+100
2024-04-20,4:05 PM EDT,HOU,WAS,-179,+152
2024-04-20,4:05 PM EDT,NYM,LAD,+143,-169
2024-04-20,4:05 PM EDT,BOS,PIT,+100,-120
2024-04-20,6:05 PM EDT,CHW,PHI,+285,-370
2024-04-20,6:10 PM EDT,ATH,CLE,+170,-204
2024-04-20,6:40 PM EDT,LAA,CIN,+100,-120
2024-04-20,7:10 PM EDT,BAL,KC,-125,+105
2024-04-20,7:20 PM EDT,TEX,ATL,+118,-141
2024-04-20,7:40 PM EDT,MIA,CHC,+180,-222
2024-04-20,8:10 PM EDT,SEA,COL,-189,+158
2024-04-20,8:40 PM EDT,TOR,SD,-120,+100
2024-04-21,1:35 PM EDT,BOS,PIT,+130,-154
2024-04-21,1:35 PM EDT,HOU,WAS,-169,+143
2024-04-21,1:35 PM EDT,TB,NYY,+110,-130
2024-04-21,1:35 PM EDT,CHW,PHI,+235,-294
2024-04-21,1:40 PM EDT,LAA,CIN,-110,-110
2024-04-21,1:40 PM EDT,ATH,CLE,+143,-169
2024-04-21,2:10 PM EDT,BAL,KC,-110,-110
2024-04-21,2:10 PM EDT,DET,MIN,+110,-130
2024-04-21,2:15 PM EDT,MIL,STL,+140,-164
2024-04-21,2:20 PM EDT,MIA,CHC,+105,-125
2024-04-21,3:10 PM EDT,SEA,COL,-196,+162
2024-04-21,4:05 PM EDT,AZ,SF,-110,-110
2024-04-21,4:10 PM EDT,TOR,SD,+105,-125
2024-04-21,4:10 PM EDT,NYM,LAD,+210,-263
2024-04-21,7:10 PM EDT,TEX,ATL,+140,-164
2024-04-21,8:10 PM EDT,SEA,COL,-120,+100
2024-04-22,1:05 PM EDT,ATH,NYY,+215,-270
2024-04-22,6:40 PM EDT,PHI,CIN,-110,-110
2024-04-22,6:40 PM EDT,MIL,PIT,+126,-149
2024-04-22,6:50 PM EDT,DET,TB,-105,-115
2024-04-22,7:20 PM EDT,MIA,ATL,+180,-222
2024-04-22,7:40 PM EDT,CHW,MIN,+180,-222
2024-04-22,7:40 PM EDT,TOR,KC,-125,+105
2024-04-22,7:45 PM EDT,AZ,STL,+100,-120
2024-04-22,8:40 PM EDT,SD,COL,-179,+152
2024-04-22,9:38 PM EDT,BAL,LAA,-110,-110
2024-04-22,9:45 PM EDT,NYM,SF,-110,-110
2024-04-23,6:10 PM EDT,BOS,CLE,+105,-125
2024-04-23,6:40 PM EDT,PHI,CIN,-135,+115
2024-04-23,6:40 PM EDT,MIL,PIT,-115,-105
2024-04-23,6:45 PM EDT,LAD,WAS,-238,+196
2024-04-23,6:50 PM EDT,DET,TB,+140,-164
2024-04-23,7:05 PM EDT,ATH,NYY,+180,-222
2024-04-23,7:20 PM EDT,MIA,ATL,+222,-278
2024-04-23,7:40 PM EDT,HOU,CHC,-115,-105
2024-04-23,7:40 PM EDT,TOR,KC,-125,+105
2024-04-23,7:40 PM EDT,CHW,MIN,+235,-294
2024-04-23,7:45 PM EDT,AZ,STL,+122,-145
2024-04-23,8:05 PM EDT,SEA,TEX,-120,+100
2024-04-23,8:40 PM EDT,SD,COL,-135,+115
2024-04-23,9:38 PM EDT,BAL,LAA,-149,+126
2024-04-23,9:45 PM EDT,NYM,SF,+115,-135
2024-04-24,1:15 PM EDT,AZ,STL,-105,-115
2024-04-24,3:45 PM EDT,NYM,SF,-110,-110
2024-04-24,4:07 PM EDT,BAL,LAA,-130,+110
2024-04-24,6:10 PM EDT,BOS,CLE,+115,-135
2024-04-24,6:40 PM EDT,PHI,CIN,+126,-149
2024-04-24,6:40 PM EDT,MIL,PIT,-125,+105
2024-04-24,6:45 PM EDT,LAD,WAS,-179,+150
2024-04-24,6:50 PM EDT,DET,TB,-115,-105
2024-04-24,7:05 PM EDT,ATH,NYY,+196,-238
2024-04-24,7:20 PM EDT,MIA,ATL,+215,-270
2024-04-24,7:40 PM EDT,HOU,CHC,-105,-115
2024-04-24,7:40 PM EDT,CHW,MIN,+175,-208
2024-04-24,7:40 PM EDT,TOR,KC,-135,+115
2024-04-24,8:05 PM EDT,SEA,TEX,+110,-130
2024-04-24,8:40 PM EDT,SD,COL,-161,+135
2024-04-25,12:35 PM EDT,MIL,PIT,-154,+130
2024-04-25,1:10 PM EDT,CHW,MIN,+175,-208
2024-04-25,1:10 PM EDT,PHI,CIN,-169,+143
2024-04-25,1:10 PM EDT,BOS,CLE,+100,-120
2024-04-25,2:10 PM EDT,TOR,KC,-115,-105
2024-04-25,2:20 PM EDT,HOU,CHC,-145,+122
2024-04-25,2:35 PM EDT,SEA,TEX,-120,+100
2024-04-25,3:10 PM EDT,SD,COL,-145,+122
2024-04-25,4:05 PM EDT,LAD,WAS,-179,+150
2024-04-25,7:05 PM EDT,ATH,NYY,+235,-294
2024-04-26,1:10 PM EDT,KC,DET,+110,-130
2024-04-26,7:05 PM EDT,ATH,BAL,+250,-323
2024-04-26,7:07 PM EDT,LAD,TOR,-125,+105
2024-04-26,7:10 PM EDT,CHC,BOS,-110,-110
2024-04-26,7:10 PM EDT,STL,NYM,+105,-125
2024-04-26,7:10 PM EDT,WAS,MIA,+105,-125
2024-04-26,7:20 PM EDT,CLE,ATL,+215,-270
2024-04-26,7:40 PM EDT,TB,CHW,-238,+196
2024-04-26,8:05 PM EDT,CIN,TEX,+143,-169
2024-04-26,8:10 PM EDT,NYY,MIL,-145,+122
2024-04-26,9:38 PM EDT,MIN,LAA,+100,-120
2024-04-26,9:40 PM EDT,PHI,SD,-110,-110
2024-04-26,9:40 PM EDT,AZ,SEA,-130,+110
2024-04-26,10:15 PM EDT,PIT,SF,+122,-145
2024-04-27,3:07 PM EDT,LAD,TOR,-145,+122
2024-04-27,4:05 PM EDT,ATH,BAL,+162,-196
2024-04-27,4:05 PM EDT,STL,NYM,-141,+118
2024-04-27,4:05 PM EDT,CIN,TEX,+100,-120
2024-04-27,4:10 PM EDT,CHC,BOS,-120,+100
2024-04-27,4:10 PM EDT,WAS,MIA,+118,-141
2024-04-27,6:05 PM EDT,HOU,COL,-222,+180
2024-04-27,6:10 PM EDT,KC,DET,-115,-105
2024-04-27,7:10 PM EDT,NYY,MIL,-110,-110
2024-04-27,7:10 PM EDT,TB,CHW,-222,+180
2024-04-27,7:20 PM EDT,CLE,ATL,+143,-169
2024-04-27,8:40 PM EDT,PHI,SD,-105,-115
2024-04-27,9:05 PM EDT,PIT,SF,+122,-145
2024-04-27,9:38 PM EDT,MIN,LAA,-110,-110
2024-04-27,9:40 PM EDT,AZ,SEA,+130,-154
2024-04-28,1:35 PM EDT,ATH,BAL,+178,-213
2024-04-28,1:35 PM EDT,CLE,ATL,+130,-154
2024-04-28,1:37 PM EDT,LAD,TOR,-110,-110
2024-04-28,1:40 PM EDT,WAS,MIA,+115,-135
2024-04-28,1:40 PM EDT,KC,DET,+143,-169
2024-04-28,1:40 PM EDT,STL,NYM,+122,-145
2024-04-28,2:10 PM EDT,NYY,MIL,-141,+118
2024-04-28,2:10 PM EDT,TB,CHW,-145,+122
2024-04-28,2:35 PM EDT,CIN,TEX,+115,-135
2024-04-28,4:05 PM EDT,HOU,COL,-233,+192
2024-04-28,4:05 PM EDT,PIT,SF,-105,-115
2024-04-28,4:07 PM EDT,MIN,LAA,-110,-110
2024-04-28,4:10 PM EDT,PHI,SD,+130,-154
2024-04-28,4:10 PM EDT,AZ,SEA,+118,-141
2024-04-28,7:10 PM EDT,CHC,BOS,+130,-154
2024-04-29,6:35 PM EDT,NYY,BAL,+110,-130
2024-04-29,6:40 PM EDT,WAS,MIA,+126,-149
2024-04-29,7:07 PM EDT,KC,TOR,+148,-175
2024-04-29,7:10 PM EDT,CHC,NYM,+126,-149
2024-04-29,7:40 PM EDT,MIN,CHW,-164,+140
2024-04-29,7:40 PM EDT,TB,MIL,-105,-115
2024-04-29,9:38 PM EDT,PHI,LAA,-161,+135
2024-04-29,9:40 PM EDT,CIN,SD,-105,-115
2024-04-29,9:40 PM EDT,ATL,SEA,-164,+140
2024-04-29,9:40 PM EDT,PIT,ATH,-125,+105
2024-04-29,9:40 PM EDT,LAD,AZ,-135,+115
2024-04-30,3:40 PM EDT,STL,DET,+105,-125
2024-04-30,6:35 PM EDT,NYY,BAL,-130,+110
2024-04-30,6:40 PM EDT,COL,MIA,+115,-135
2024-04-30,6:40 PM EDT,STL,DET,-105,-115
2024-04-30,7:07 PM EDT,KC,TOR,+110,-130
2024-04-30,7:10 PM EDT,CHC,NYM,+105,-125
2024-04-30,7:10 PM EDT,SF,BOS,-130,+110
2024-04-30,7:40 PM EDT,TB,MIL,+150,-179
2024-04-30,7:40 PM EDT,MIN,CHW,-179,+150
2024-04-30,8:05 PM EDT,WAS,TEX,+135,-161
2024-04-30,8:10 PM EDT,CLE,HOU,+143,-169
2024-04-30,9:38 PM EDT,PHI,LAA,-164,+140
2024-04-30,9:40 PM EDT,CIN,SD,+143,-169
2024-04-30,9:40 PM EDT,ATL,SEA,-125,+105
2024-04-30,9:40 PM EDT,PIT,ATH,-130,+110
2024-04-30,9:40 PM EDT,LAD,AZ,-115,-105
2024-05-01,1:10 PM EDT,TB,MIL,+100,-120
2024-05-01,1:10 PM EDT,STL,DET,-120,+100
2024-05-01,2:10 PM EDT,MIN,CHW,-227,+185
2024-05-01,3:07 PM EDT,KC,TOR,+118,-141
2024-05-01,3:37 PM EDT,PIT,ATH,-110,-110
2024-05-01,3:40 PM EDT,ATL,SEA,-179,+150
2024-05-01,4:07 PM EDT,PHI,LAA,-233,+192
2024-05-01,4:10 PM EDT,CIN,SD,+122,-145
2024-05-01,6:35 PM EDT,NYY,BAL,+122,-145
2024-05-01,6:40 PM EDT,COL,MIA,+122,-145
2024-05-01,7:10 PM EDT,SF,BOS,+140,-164
2024-05-01,7:10 PM EDT,CHC,NYM,-120,+100
2024-05-01,8:05 PM EDT,WAS,TEX,+170,-204
2024-05-01,8:10 PM EDT,CLE,HOU,+158,-189
2024-05-01,9:40 PM EDT,LAD,AZ,-135,+115
2024-05-02,12:10 PM EDT,COL,MIA,+150,-179
2024-05-02,1:05 PM EDT,NYY,BAL,-105,-115
2024-05-02,1:10 PM EDT,CHC,NYM,-110,-110
2024-05-02,1:35 PM EDT,SF,BOS,+110,-130
2024-05-02,2:35 PM EDT,WAS,TEX,+158,-189
2024-05-02,8:10 PM EDT,CLE,HOU,+118,-141
2024-05-03,2:20 PM EDT,MIL,CHC,-105,-115
2024-05-03,6:10 PM EDT,BAL,CIN,+100,-120
2024-05-03,6:40 PM EDT,COL,PIT,+150,-179
2024-05-03,6:40 PM EDT,SF,PHI,+143,-169
2024-05-03,6:45 PM EDT,TOR,WAS,-204,+170
2024-05-03,6:50 PM EDT,NYM,TB,+122,-145
2024-05-03,7:05 PM EDT,DET,NYY,+143,-169
2024-05-03,7:10 PM EDT,LAA,CLE,+162,-196
2024-05-03,7:40 PM EDT,TEX,KC,+100,-120
2024-05-03,8:10 PM EDT,BOS,MIN,+105,-125
2024-05-03,8:10 PM EDT,SEA,HOU,-105,-115
2024-05-03,8:15 PM EDT,CHW,STL,+250,-323
2024-05-03,9:40 PM EDT,SD,AZ,-115,-105
2024-05-03,9:40 PM EDT,MIA,ATH,+122,-145
2024-05-03,10:10 PM EDT,ATL,LAD,-110,-110
2024-05-04,1:05 PM EDT,DET,NYY,+148,-175
2024-05-04,2:10 PM EDT,BOS,MIN,+152,-179
2024-05-04,2:15 PM EDT,CHW,STL,+158,-189
2024-05-04,2:20 PM EDT,MIL,CHC,+110,-130
2024-05-04,4:05 PM EDT,COL,PIT,+185,-227
2024-05-04,4:05 PM EDT,TOR,WAS,-169,+143
2024-05-04,4:07 PM EDT,MIA,ATH,+118,-141
2024-05-04,6:05 PM EDT,SF,PHI,+143,-169
2024-05-04,6:10 PM EDT,LAA,CLE,+110,-130
2024-05-04,6:40 PM EDT,BAL,CIN,-105,-115
2024-05-04,7:10 PM EDT,TEX,KC,-110,-110
2024-05-04,7:15 PM EDT,SEA,HOU,+122,-145
2024-05-04,7:15 PM EDT,NYM,TB,-110,-110
